ID,Title,NumSections,SectionHeaders
IRS-2023-0063-0197,"Federal Register, Volume 89 Issue 208 (Monday, October 28, 2024)",20,Authority | I. Overview of Section 45X | II. Credit Amounts for Eligible Components | III. Eligible Components | IV. Special Rules | V. Prior Guidance | I. Overview | II. General Rules Applicable to the Advanced Manufacturing Production | III. Sale to Unrelated Person | IV. Eligible Components | V. Applicable Critical Minerals | VI. Other Comments Received Regarding Ancillary Issues | VII. Severability | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2023-0063-0198,"Federal Register, Volume 89 Issue 228 (Tuesday, November 26, 2024)",1,Main Content
IRS-2024-0010-0013,"Federal Register, Volume 89 Issue 84 (Tuesday, April 30, 2024)",20,This document contains final regulations | I. Overview of Section 6418 | II. Section 6418 Rules for Partnerships and S Corporations | III. Special Rules | IV. Notice 2022-50 | V. Proposed and Temporary Regulations | VI. 6417 Final Regulations | I. General Rule and Definitions | II. Rules for Making Transfer Elections | III. Additional Rules for Partnerships and S Corporations | IV. Additional Information and Registration | V. Special Rules | VI. Other Comments | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2024-0010-0017,"Federal Register, Volume 89 Issue 224 (Wednesday, November 20, 2024)",17,Authority | I. Elective Payment of Applicable Credits | II. Overview of Section 761(a) and Prior Sec.  1.761-2(a)(3) | I. Overview | II. Effects of an Election Under Section 761(a) | III. Applicable Unincorporated Organizations | IV. Specified Modifications for Applicable Unincorporated Organizations | V. Additional Information | VI. Comments That Are Not Addressed in These Final Regulations | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Executive Order 14112: Reforming Federal Funding and Support for | VIII. Congressional Review Act
IRS-2024-0010-0018,"Federal Register, Volume 89 Issue 242 (Tuesday, December 17, 2024)",1,Main Content
IRS-2024-0013-0020,"Federal Register, Volume 89 Issue 228 (Tuesday, November 26, 2024)",6,Authority | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2024-0018-0008,"Federal Register, Volume 89 Issue 128 (Wednesday, July 3, 2024)",15,I. The Proposed Regulations | II. Section 4501; Notice 2023-2 | I. Combination of Proposed Procedural Regulations and Proposed | II. Recordkeeping Requirement | III. Return Requirement | IV. Signing of Stock Repurchase Excise Tax Return | V. Example in Proposed Sec.  58.6071-1(d) | VI. Modification of Applicability Date | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | VII. Congressional Review Act
IRS-2024-0048-0012,"Federal Register, Volume 89 Issue 243 (Wednesday, December 18, 2024)",16,Authority | I. Section 36B Rules Relating to Coverage Months and Monthly PTC Amount | II. HHS Rules Relating to Coverage When Premiums Are Unpaid | III. Proposed Regulations | I. Overview | II. Additional Guidance for Reporting on Form 1095-A | III. Additional Scenarios for Which Non-Payment Months May Be Coverage | IV. Applicability Date of Final Regulations | V. Conforming Change to the PTC Calculation and Clarification of | VI. Severability | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2024-0064-0002,"Federal Register, Volume 89 Issue 249 (Monday, December 30, 2024)",19,"Authority | I. Overview | II. 2023 Proposed Regulations | III. Correction to 2023 Proposed Regulations | IV. Comments Received | I. Withdrawal of Proposed or Temporary Regulations | II. Section 1.1502-5 (Consolidated Estimated Tax) | III. Revisions To Remove Obsolete or Outdated References or Terms | IV. Revisions to Sec. Sec.  1.1502-13, 1.1502-32, and 1.1502-36 | V. Definition of ``Consolidated Return Regulations'' | VI. Sections 52 and 414 | VII. Section 357(c) and Sec.  1.1502-80(d) | VIII. Other Non-Substantive Revisions | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act"
SEC-2020-0149-0001,"Federal Register, Volume 85 Issue 23 (Tuesday, February 4, 2020)",15,"The Commission is adopting the following new | II. Discussion of Final Rules | III. Cross-Border Application of Rules 15Fi-3, 15Fi-4, and 15Fi-5 | IV. Availability of Substituted Compliance for Rules 15Fi-3 Through | VI. Paperwork Reduction Act | VII. Economic Analysis | I. Background | II. Discussion of Final Rules | III. Cross-Border Application of Rules 15Fi-3, 15Fi-4, and 15Fi-5 | IV. Availability of Substituted Compliance for Rules 15Fi-3 Through | V. Explanation of Dates | VI. Paperwork Reduction Act | VII. Economic Analysis | VIII. Regulatory Flexibility Act Certification | IX. Other Matters"
SEC-2020-0152-0001,"Federal Register, Volume 85 Issue 23 (Tuesday, February 4, 2020)",12,"The Commission is providing guidance | I. Overview | II. Security-Based Swap Transactions Arranged, Negotiated, or Executed | III. Amendment to Rule 15Fb2-1 and Guidance on the Certification and | I. Other | IV. Amendment to Commission Rule of Practice 194 | V. Modifications to Rule 18a-5 | VI. Economic Analysis | VII. Paperwork Reduction Act | VIII. Other Matters | IX. Regulatory Flexibility Act Certification | X. Effective Date and Compliance Dates"
SEC-2020-0216-0001,"Federal Register, Volume 85 Issue 33 (Wednesday, February 19, 2020)",1,Main Content
SEC-2020-0258-0001,"Federal Register, Volume 85 Issue 37 (Tuesday, February 25, 2020)",3,I. Guidance on Key Performance Indicators and Metrics | II. Codification Update | III. Other Matters
SEC-2020-0294-0001,"Federal Register, Volume 85 Issue 41 (Monday, March 2, 2020)",3,I. Background | II. Administrative Law Matters | III. Statutory Authority
SEC-2020-0329-0001,"Federal Register, Volume 85 Issue 47 (Tuesday, March 10, 2020)",9,The Commission is adopting amendments to 17 | II. Discussion | IV. Economic Analysis | I. Background | II. Discussion | III. Procedural Matters | IV. Economic Analysis | V. Paperwork Reduction Act Analysis | VI. Statutory Authority
SEC-2020-0459-0001,"Federal Register, Volume 85 Issue 59 (Thursday, March 26, 2020)",11,We are amending 17 CFR 229.10(f) (``Item | II. Discussion of the Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Analysis | I. Introduction | II. Discussion of the Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Analysis
SEC-2020-0469-0001,"Federal Register, Volume 85 Issue 62 (Tuesday, March 31, 2020)",7,We are adopting amendments to 17 CFR 232.10 | I. Introduction | II. Temporary Relief From Form ID Notarization Requirement | III. Temporary Relief From Filing Requirements for Issuers Subject to | IV. Economic Analysis | IV. Procedural and Other Matters | V. Statutory Basis
SEC-2020-0551-0001,"Federal Register, Volume 85 Issue 69 (Thursday, April 9, 2020)",1,Main Content
SEC-2020-0597-0001,"Federal Register, Volume 85 Issue 76 (Monday, April 20, 2020)",20,The Commission is amending | III. Amendments to Rule 3-10 and Partial Relocation to Rule 13-01 | V. Amendments to Rule 3-16 and Partial Relocation to Rule 13-02 | VI. Transition to Final Amendments and Rule 3-16 Collateral Release | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Rule 3-10 of Regulation S-X | III. Amendments to Rule 3-10 and Partial Relocation to Rule 13-01 | IV. Rule 3-16 of Regulation S-X | V. Amendments to Rule 3-16 and Partial Relocation to Rule 13-02 | X. As the proposed amendments would have eliminated Rule 3-16 and | VI. Transition to Final Amendments and Rule 3-16 Collateral Release | VII. Other Matters | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Final Regulatory Flexibility Act Analysis | I. Eligibility Requirements for Use of Form F-1 | I. Eligibility Requirements for Use of Form F-3
SEC-2020-0704-0001,"Federal Register, Volume 85 Issue 85 (Friday, May 1, 2020)",11,The Securities and Exchange Commission | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification | VII. Statutory Authority
SEC-2020-0738-0001,"Federal Register, Volume 85 Issue 89 (Thursday, May 7, 2020)",8,We are adopting amendments to 17 CFR 227.100 | I. Introduction | II. Eligibility Requirements for Reliance on Temporary Rules | III. Temporary Relief From Certain Financial Information Requirements | IV. Temporary Relief From Certain Timing Requirements for Offerings | V. Disclosure of Reliance on Temporary Relief | VI. Economic Analysis | VII. Procedural and Other Matters
SEC-2020-0773-0001,"Federal Register, Volume 85 Issue 94 (Thursday, May 14, 2020)",11,The Commission is amending 17 CFR 240.17Ad- | II. Amendments to Rule 17Ad-22 | III. Economic Analysis | IV. Paperwork Reduction Act | I. Background | II. Amendments to Rule 17Ad-22 | III. Economic Analysis | IV. Paperwork Reduction Act | V. Regulatory Flexibility Act Certification | VI. Other Matters | VII. Statutory Authority
SEC-2020-0857-0001,"Federal Register, Volume 85 Issue 105 (Monday, June 1, 2020)",14,The Commission is adopting amendments to: | II. Discussion | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | I. Disclosure and Reporting Parity Proposals | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis | VI. Other Matters | VII. Statutory Authority | I. Interactive Data Files
SEC-2020-0865-0001,"Federal Register, Volume 85 Issue 105 (Monday, June 1, 2020)",1,Main Content
SEC-2020-1024-0001,"Federal Register, Volume 85 Issue 127 (Wednesday, July 1, 2020)",1,Main Content
SEC-2020-1189-0001,"Federal Register, Volume 85 Issue 144 (Monday, July 27, 2020)",1,Main Content
SEC-2020-1211-0001,"Federal Register, Volume 85 Issue 148 (Friday, July 31, 2020)",8,Introduction | IV. Summary of the Final Rule | V. Administrative Law Matters | I. Background | II. Notice of Proposed Rulemaking | III. Overview of the Final Rule | IV. Summary of the Final Rule | V. Administrative Law Matters
SEC-2020-1381-0001,"Federal Register, Volume 85 Issue 169 (Monday, August 31, 2020)",1,Main Content
SEC-2020-1387-0001,"Federal Register, Volume 85 Issue 169 (Monday, August 31, 2020)",12,We are adopting amendments to: | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction and Background | II. Discussion of Final Amendments \20\ | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | VII. Statutory Authority
SEC-2020-1390-0001,"Federal Register, Volume 85 Issue 169 (Monday, August 31, 2020)",12,II. Comments on the Proposed Rule | III. Section-by-Section Analysis | V. Economic Analysis | VI. Regulatory Analysis and Procedures | I. Background | II. Comments on the Proposed Rule | III. Section-by-Section Analysis | IV. Paperwork Reduction Act | V. Economic Analysis | VI. Regulatory Analysis and Procedures | VII. Other Matters | VIII. Statutory Authority
SEC-2020-1400-0001,"Federal Register, Volume 85 Issue 171 (Wednesday, September 2, 2020)",6,We are adopting amendments to 17 CFR 227.100 | I. Background | II. Amendment of Applicability and Expiration Dates of the Temporary | III. Economic Analysis | IV. Procedural and Other Matters | V. Statutory Basis
SEC-2020-1411-0001,"Federal Register, Volume 85 Issue 172 (Thursday, September 3, 2020)",4,The Commission is publishing supplementary | I. Introduction | II. Supplemental Guidance Regarding Investment Advisers' Proxy Voting | III. Other Matters
SEC-2020-1412-0001,"Federal Register, Volume 85 Issue 172 (Thursday, September 3, 2020)",13,We are adopting amendments to 17 CFR | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion of Final Amendments | III. Other Matters | IV. Economic Analysis | IV. See also IAC Recommendation. | VI. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | VII. Statutory Authority
SEC-2020-1470-0001,"Federal Register, Volume 85 Issue 179 (Tuesday, September 15, 2020)",11,The Securities and Exchange Commission | I. Introduction and Background | II. Discussion of Commission Action | III. Economic Analysis | V. Final Regulatory Flexibility Analysis | I. Introduction and Background | II. Discussion of Commission Action | III. Economic Analysis | IV. Paperwork Reduction Act | V. Final Regulatory Flexibility Analysis | VI. Statutory Authority
SEC-2020-1527-0001,"Federal Register, Volume 85 Issue 187 (Friday, September 25, 2020)",1,Main Content
SEC-2020-1586-0001,"Federal Register, Volume 85 Issue 196 (Thursday, October 8, 2020)",11,The Commission is amending | II. Discussion of the Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction and Background | II. Discussion of the Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification | VII. Statutory Authority
SEC-2020-1597-0001,"Federal Register, Volume 85 Issue 197 (Friday, October 9, 2020)",12,We are adopting amendments to 17 CFR | II. Final Amendments to the Accredited Investor Definitions | VI. Economic Analysis | I. Introduction and Background | II. Final Amendments to the Accredited Investor Definitions | III. Amendments to Securities Act Rule 163B and Exchange Act Rule 15g-1 | IV. Discussion of the Final Amendments to the Qualified Institutional | V. Other Matters | VI. Economic Analysis | VII. Paperwork Reduction Act | VIII. Final Regulatory Flexibility Analysis | IX. Statutory Authority
SEC-2020-1598-0001,"Federal Register, Volume 85 Issue 197 (Friday, October 9, 2020)",1,Main Content
SEC-2020-1637-0001,"Federal Register, Volume 85 Issue 200 (Thursday, October 15, 2020)",10,The Commission is: (1) Rescinding and | II. Rule Amendments | IV. Economic Analysis | I. Introduction | II. Rule Amendments | III. Paperwork Reduction Act | IV. Economic Analysis | V. Regulatory Flexibility Certification | VI. Other Matters | VII. Statutory Authority
SEC-2020-1645-0001,"Federal Register, Volume 85 Issue 201 (Friday, October 16, 2020)",16,The Commission is amending 17 CFR 229.404 (``Item 404 of Regulation | II. New Subpart 1400 of Regulation S-K | III. Certain Existing Guide 3 Disclosures That Would Not Be Codified | VII. Economic Analysis | VIII. Paperwork Reduction Act | I. Introduction | II. New Subpart 1400 of Regulation S-K | I. Allowance for Credit Losses | III. Certain Existing Guide 3 Disclosures That Would Not Be Codified in | IV. Changes to Article 9 of Regulation S-X | V. Compliance Date | VI. Other Matters | VII. Economic Analysis | VIII. Paperwork Reduction Act | IX. Regulatory Flexibility Act Certification | X. Statutory Authority
SEC-2020-1722-0001,"Federal Register, Volume 85 Issue 208 (Tuesday, October 27, 2020)",13,The Commission is adopting amendments to | II. Discussion of the Final Amendments | V. Paperwork Reduction Act Analysis | VI. Economic Analysis | I. Overview | II. Discussion of the Final Amendments | I. Recordkeeping Requirement--Rule 15c2-11(d) | III. Comments on the Concept Release | IV. Other Matters | V. Paperwork Reduction Act Analysis | VI. Economic Analysis | VII. Regulatory Flexibility Act Certification | VIII. Statutory Authority
SEC-2020-1748-0001,"Federal Register, Volume 85 Issue 213 (Tuesday, November 3, 2020)",1,Main Content
SEC-2020-1753-0001,"Federal Register, Volume 85 Issue 214 (Wednesday, November 4, 2020)",13,We are adopting amendments to 17 CFR | II. Final Amendments | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Final Amendments | III. Transition Matters | IV. Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Act Analysis | VIII. Statutory Authority
SEC-2020-1763-0001,"Federal Register, Volume 85 Issue 215 (Thursday, November 5, 2020)",13,The Commission is amending the following | I. Background and Summary | II. Description of Final Rule Amendments | VI. Economic Analysis | I. Background and Summary | II. Description of Final Rule Amendments | I. Rule 21F-8(d)--Forms Used for Whistleblower Program | III. Effective Date and Applicability Dates | IV. Other Matters | V. Paperwork Reduction Act | VI. Economic Analysis | VII. Regulatory Flexibility Act | VIII. Statutory Basis
SEC-2020-1859-0001,"Federal Register, Volume 85 Issue 224 (Thursday, November 19, 2020)",12,The Commission is adopting 17 CFR 270.12d1-4 | II. Discussion | V. Economic Analysis | VII. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | III. Rescission of Exemptive Relief; Withdrawal of Staff Letters | IV. Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Analysis | VIII. Statutory Authority
SEC-2020-1880-0001,"Federal Register, Volume 85 Issue 227 (Tuesday, November 24, 2020)",10,II. Final Rule Amendments | IV. CFTC Consideration of Costs and Benefits and SEC Economic | I. Background | II. Final Rule Amendments | III. Paperwork Reduction Act | IV. CFTC Consideration of Costs and Benefits and SEC Economic Analysis | V. Regulatory Flexibility Act | VI. Other Matters | VII. Anti-Trust Considerations | VIII. Statutory Basis
SEC-2020-1930-0001,"Federal Register, Volume 85 Issue 234 (Friday, December 4, 2020)",6,We are adopting amendments to the following | I. Discussion | II. Procedural and Other Matters | III. Paperwork Reduction Act | IV. Economic Analysis | V. Statutory Authority
SEC-2020-1966-0001,"Federal Register, Volume 85 Issue 239 (Friday, December 11, 2020)",12,We are adopting amendments to 17 CFR 210.2- | II. Amendments | IV. Economic Analysis | VI. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | VII. Codification Update | VIII. Statutory Basis
SEC-2020-2035-0001,"Federal Register, Volume 85 Issue 245 (Monday, December 21, 2020)",14,Regulations in 17 CFR 270.18f-4 (``rule 18f- | I. Introduction | II. Discussion | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | I. Unfunded Commitment Agreements | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis | I. We did not receive any comments discussing the impact of | VI. Statutory Authority
SEC-2020-2079-0001,"Federal Register, Volume 85 Issue 249 (Tuesday, December 29, 2020)",1,Main Content
SEC-2020-2119-0001,"Federal Register, Volume 85 Issue 250 (Wednesday, December 30, 2020)",8,"The Commission is adopting amendments to 17 | I. Introduction | II. Description of the Final Rules | III. Compliance Date for the Final Rules | IV. Administrative Procedure Act, Regulatory Flexibility Act, and | I. Other Matters | V. Economic Analysis | V. Statutory Basis"
SEC-2021-0033-0001,"Federal Register, Volume 86 Issue 3 (Wednesday, January 6, 2021)",10,The Commission is adopting 17 CFR 270.2a-5 | II. Discussion | III. Economic Analysis | V. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | III. Economic Analysis | IV. Paperwork Reduction Act | V. Final Regulatory Flexibility Analysis | VI. Update to Codification of Financial Reporting Policies
SEC-2021-0044-0001,"Federal Register, Volume 86 Issue 6 (Monday, January 11, 2021)",11,We are adopting amendments to: | II. Description of the Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Description of the Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VII. Final Regulatory Flexibility Act Certification | VIII. Statutory Authority
SEC-2021-0053-0001,"Federal Register, Volume 86 Issue 9 (Thursday, January 14, 2021)",13,We are adopting amendments to: | II. Discussion of Final Amendments | IV. Economic Analysis | I. Introduction and Background | II. Discussion of Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | VII. Statutory Authority | I. Eligibility Requirements for Use of Form 1-A. | III. Incorporation by Reference and Cross-Referencing | I. Eligibility Requirements for Use of Form C
SEC-2021-0060-0001,"Federal Register, Volume 86 Issue 10 (Friday, January 15, 2021)",12,"The Commission initially adopted 17 CFR | I. Background | II. Final Rules Under Section 13(q) | III. Economic Analysis | IV. Paperwork Reduction Act | I. Background | II. Final Rules Under Section 13(q) | I. Definition of ``Commercial Development of Oil, Natural Gas, or | III. Economic Analysis | IV. Paperwork Reduction Act | V. Regulatory Flexibility Act Certification | VI. Statutory Authority"
SEC-2021-0141-0001,"Federal Register, Volume 86 Issue 19 (Monday, February 1, 2021)",9,The Commission is adopting 17 CFR 240.17Ad- | III. Economic Analysis | I. Background | II. New Rule 17Ad-24 | III. Economic Analysis | IV. Paperwork Reduction Act | V. Regulatory Flexibility Act Certification | VI. Other Matters | VII. Statutory Authority
SEC-2021-0157-0001,"Federal Register, Volume 86 Issue 21 (Wednesday, February 3, 2021)",9,"We are adopting an updated EDGAR Filer | I. Background | II. Amendments to Volume I of the Filer Manual and Rule 10 of | III. Amendments to Rule 12, Regulation S-T | IV. Edgar Release 20.4 and Amendments to Volume II of the Filer Manual | V. Amendments to Rule 301, Regulation S-T | VI. Administrative Law Matters | VII. Proposed Collection and Comment Request for Form ID | VIII. Statutory Basis"
SEC-2021-0159-0001,"Federal Register, Volume 86 Issue 21 (Wednesday, February 3, 2021)",6,The Commission is adopting new rule 17 CFR | I. Introduction and Background | II. Discussion of the Final Rules | III. Economic Analysis | IV. Administrative Law Matters | V. Statutory Basis and Text of Rule Amendments
SEC-2021-0188-0001,"Federal Register, Volume 86 Issue 25 (Tuesday, February 9, 2021)",1,Main Content
SEC-2021-0225-0001,"Federal Register, Volume 86 Issue 29 (Tuesday, February 16, 2021)",5,The Commission is adopting new rules 17 CFR | I. Discussion | I. Additional Amendments to Division and Office Descriptions and | II. Administrative Law Matters | III. Statutory Authority
SEC-2021-0281-0001,"Federal Register, Volume 86 Issue 37 (Friday, February 26, 2021)",5,I. Introduction | II. Background | III. Discussion | IV. Commission Position | V. Request for Comment
SEC-2021-0317-0001,"Federal Register, Volume 86 Issue 42 (Friday, March 5, 2021)",11,The Commission is adopting amendments to 17 | II. Discussion | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | I. Recordkeeping | III. Economic Analysis | IV. Paperwork Reduction Act Analysis | V. Final Regulatory Flexibility Analysis
SEC-2021-0332-0001,"Federal Register, Volume 86 Issue 45 (Wednesday, March 10, 2021)",1,Main Content
SEC-2021-0455-0001,"Federal Register, Volume 86 Issue 63 (Monday, April 5, 2021)",7,We are adopting interim final amendments to | I. Background | II. Discussion of Amendments | III. Procedural and Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Statutory Authority
SEC-2021-0480-0001,"Federal Register, Volume 86 Issue 67 (Friday, April 9, 2021)",16,The Commission is adopting 17 CFR 242.614 | I. Introduction and Background | II. Enhancements to NMS Information | III. Enhancements to the Provision of Consolidated Market Data | IV. Paperwork Reduction Act | V. Economic Analysis | I. Introduction and Background | II. Enhancements to NMS Information | I. Regulation SHO: Conforming Amendments to Rule 201 | III. Enhancements to the Provision of Consolidated Market Data | I. Alternatives to the Centralized Consolidation Model | IV. Paperwork Reduction Act | V. Economic Analysis | VI. Regulatory Flexibility Certification | VII. Other Matters | VIII. Statutory Authority
SEC-2021-0687-0001,"Federal Register, Volume 86 Issue 89 (Tuesday, May 11, 2021)",7,"We are adopting an updated EDGAR Filer | I. Background | II. Amendments to Volume I of the Filer Manual, Rules Related to EDGAR | III. EDGAR Releases and Amendments to Volume II of the Filer Manual | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters; Effective and Compliance Dates | VI. Statutory Basis"
SEC-2021-0785-0001,"Federal Register, Volume 86 Issue 103 (Tuesday, June 1, 2021)",1,Main Content
SEC-2021-0830-0001,"Federal Register, Volume 86 Issue 111 (Friday, June 11, 2021)",1,Main Content
SEC-2021-1031-0001,"Federal Register, Volume 86 Issue 142 (Wednesday, July 28, 2021)",7,We are adopting an updated EDGAR Filer | I. Background | II. Amendments to Volumes I of the Filer Manual | III. Edgar System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis
SEC-2021-1101-0001,"Federal Register, Volume 86 Issue 154 (Friday, August 13, 2021)",3,I. Background | II. Procedures Available During the Interim Policy-Review Period | III. Other Matters
SEC-2021-1106-0001,"Federal Register, Volume 86 Issue 155 (Monday, August 16, 2021)",1,Main Content
SEC-2021-1148-0001,"Federal Register, Volume 86 Issue 163 (Thursday, August 26, 2021)",4,I. Background | II. Administrative Law Matters | III. Economic Analysis | IV. Statutory Authority
SEC-2021-1385-0001,"Federal Register, Volume 86 Issue 192 (Thursday, October 7, 2021)",7,We are adopting an updated EDGAR Filer | I. Background | II. Amendments to Volume I of the Filer Manual and Form ID | III. EDGAR System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis
SEC-2021-1588-0001,"Federal Register, Volume 86 Issue 215 (Wednesday, November 10, 2021)",5,The Commission is adopting amendments to 17 | I. Background | II. Discussion | III. Economic Analysis | IV. Statutory Authority
SEC-2021-1691-0001,"Federal Register, Volume 86 Issue 228 (Wednesday, December 1, 2021)",2,The statements in staff accounting bulletins | I. Capitalization of Compensation Cost Related to Share-Based Payment
SEC-2021-1692-0001,"Federal Register, Volume 86 Issue 228 (Wednesday, December 1, 2021)",13,We are adopting amendments to 17 CFR | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Discussion of Final Amendments | I. Bona Fide Nominee and Short Slate Rules | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | VII. Statutory Authority
SEC-2021-1723-0001,"Federal Register, Volume 86 Issue 234 (Thursday, December 9, 2021)",10,We are adopting amendments to the following | II. Discussion of Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion of Amendments | III. Procedural and Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Statutory Authority
SEC-2021-1724-0001,"Federal Register, Volume 86 Issue 234 (Thursday, December 9, 2021)",23,We are adopting amendments to: | II. Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction and Background | II. Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | VII. Statutory Authority | V. Registration of Additional Securities | II. Application of General Rules and Regulations | IV. Registration of Additional Securities and Additional Classes of | V. Registration of Additional Securities | II. Application of General Rules and Regulations | IV. Registration of Additional Securities and Classes of Securities | II. Application of General Rules and Regulations | III. Registration of Additional Securities | II. Application of General Rules and Regulations | III. Registration of Additional Securities Pursuant to Rule 462(b) | II. Filing Instructions and Fees
SEC-2021-1767-0001,"Federal Register, Volume 86 Issue 241 (Monday, December 20, 2021)",1,Main Content
SEC-2022-0013-0001,"Federal Register, Volume 87 Issue 3 (Wednesday, January 5, 2022)",6,"We are adopting an updated Filer Manual, | I. Background | II. Edgar System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
SEC-2022-0211-0001,"Federal Register, Volume 87 Issue 29 (Friday, February 11, 2022)",1,Main Content
SEC-2022-0491-0001,"Federal Register, Volume 87 Issue 69 (Monday, April 11, 2022)",1,Main Content
SEC-2022-0531-0001,"Federal Register, Volume 87 Issue 73 (Friday, April 15, 2022)",1,Main Content
SEC-2022-0564-0001,"Federal Register, Volume 87 Issue 75 (Tuesday, April 19, 2022)",7,"We are adopting an updated Filer Manual, | I. Background | II. Amendment and Functional Enhancement to Volume I of the Filer | III. EDGAR System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
